			"Dynamique de la fusée (repère sol)"												"Forces"													"Sous-échantillon 1Hz"				"Accélération longitudinale"	
"pas"	"t"		"acc_x"	"acc_z"	"acc_xz"	"vit_x"	"vit_z"	"vit_xz"	"pos_x"	"pos_z"	"pos_xz"	"Beta"	"BetaD"		"i_P"	"Poussée"	"Débit"	"m"	"Poids"	"R_rampe"	"Rho"	"Trainée"		"Événements"				"Temps"	"x"	"z"		"gravitationnelle"	"non-gravit."
"s"	"s"		"m/s²"	"m/s²"	"m/s²"	"m/s"	"m/s"	"m/s"	"m"	"m"	"m"	"rad"	"°"		"-"	"N"	"kg/s"	"kg"	"N"	"N"	"kg/m3"	"N"						"s"	"m"	"m"		"m/s²"	"m/s²"
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,31	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,32	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,33	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,34	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,35	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,35	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,36	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,85	444,54	-9,37	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,85	444,54	-9,38	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,85	444,54	-9,39	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,85	444,54	-9,40	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,45	2,55	8,73	-94,44	94,85	444,54	-9,41	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,45	2,55	8,73	-94,44	94,85	444,54	-9,42	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,45	2,55	8,73	-94,44	94,85	444,54	-9,43	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,45	2,55	8,73	-94,44	94,85	444,54	-9,44	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,45	2,55	8,73	-94,44	94,85	444,54	-9,45	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,44	94,85	444,54	-9,46	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,44	94,85	444,54	-9,47	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,48	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,49	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,50	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,51	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,52	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,52	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,53	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,54	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,55	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,56	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,57	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,58	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,59	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,60	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,61	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,62	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,63	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,64	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,65	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,66	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,67	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,68	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,69	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,69	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,70	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,71	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,72	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,73	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,74	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,75	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,85	444,54	-9,76	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,77	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,78	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,79	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,80	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,81	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,82	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,83	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,84	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,85	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,45	94,86	444,54	-9,86	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,46	94,86	444,54	-9,86	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,46	94,86	444,54	-9,87	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,46	94,86	444,54	-9,88	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,46	94,86	444,54	-9,89	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,46	94,86	444,54	-9,90	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,46	94,86	444,54	-9,91	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,55	8,73	-94,46	94,86	444,54	-9,92	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-9,93	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-9,94	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-9,95	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-9,96	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-9,97	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-9,98	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-9,99	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,00	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,01	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,02	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,03	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,04	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,04	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,05	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,06	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,07	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,08	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,09	444,65	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,10	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,11	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,73	-94,46	94,86	444,54	-10,12	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,86	444,54	-10,13	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,86	444,54	-10,14	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,86	444,54	-10,15	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,86	444,54	-10,16	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,87	444,54	-10,17	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,87	444,54	-10,18	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,87	444,54	-10,19	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,87	444,54	-10,20	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,87	444,54	-10,21	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,87	444,54	-10,21	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,87	444,54	-10,22	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,46	94,87	444,54	-10,23	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,24	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,25	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,26	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,27	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,28	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,29	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,30	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,31	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,32	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,24		-0,68	-2,45	2,54	8,72	-94,47	94,87	444,54	-10,33	444,66	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
